GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A6NFN3	RBFOX3	enables	GO:0003729	mRNA binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1933973|PANTHER:PTN000400711	9606	GO_Central		F
UniProtKB	A6NGQ2	OOEP	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036612	9606	InterPro		F
UniProtKB	A6NHQ2	FBLL1	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000692|InterPro:IPR020813	9606	InterPro		F
UniProtKB	A6NHQ2	FBLL1	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	A6NHQ2	FBLL1	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000036740|TAIR:locus:2131386	9606	GO_Central		F
UniProtKB	A6NMK7	CPSF4L	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	A6NMX2	EIF4E1B	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001040|InterPro:IPR019770	9606	InterPro		F
UniProtKB	A6NMX2	EIF4E1B	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	A6NMX2	EIF4E1B	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001040|InterPro:IPR019770	9606	InterPro		F
UniProtKB	A6NMX2	EIF4E1B	enables	GO:0003743	translation initiation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A6NNA2	SRRM3	enables	GO:0003729	mRNA binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916205|PANTHER:PTN002857912	9606	GO_Central		F
UniProtKB	A6PVI3	NCBP2L	enables	GO:0000339	RNA cap binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027157	9606	InterPro		F
UniProtKB	A6PVI3	NCBP2L	enables	GO:0000339	RNA cap binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000428749|SGD:S000006099|TAIR:locus:2167649	9606	GO_Central		F
UniProtKB	A7MD48	SRRM4	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	A7MD48	SRRM4	enables	GO:0003729	mRNA binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q8BKA3	9606	UniProt		F
UniProtKB	A7MD48	SRRM4	enables	GO:0003729	mRNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BKA3|ensembl:ENSMUSP00000075488	9606	Ensembl		F
UniProtKB	A7MD48	SRRM4	enables	GO:0003729	mRNA binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916205|PANTHER:PTN002857912	9606	GO_Central		F
UniProtKB	A8MPP1	DDX11L8	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	A8MWD9	SNRPGP15	contributes_to	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000058283|SGD:S000005091	9606	GO_Central		F
UniProtKB	A8MWD9	SNRPGP15	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	A9UHW6	MIF4GD	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003890	9606	InterPro		F
UniProtKB	B2RXH8	HNRNPCL2	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	B2RXH8	HNRNPCL2	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:97850|PANTHER:PTN001018008|UniProtKB:P07910	9606	GO_Central		F
UniProtKB	B5ME19	EIF3CL	contributes_to	GO:0003743	translation initiation factor activity	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1926966|PANTHER:PTN000358559|SGD:S000004926|UniProtKB:Q99613	9606	GO_Central		F
UniProtKB	B5ME19	EIF3CL	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027516	9606	InterPro		F
UniProtKB	B5ME19	EIF3CL	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008905|InterPro:IPR027516	9606	InterPro		F
UniProtKB	B5ME19	EIF3CL	enables	GO:0003743	translation initiation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	B5ME19	EIF3CL	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106250	9606	UniProt		F
UniProtKB	B7ZW38	HNRNPCL3	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	B7ZW38	HNRNPCL3	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:97850|PANTHER:PTN001018008|UniProtKB:P07910	9606	GO_Central		F
UniProtKB	C9JE40	PATL2	enables	GO:0003723	RNA binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q4V7K4	9606	UniProt		F
UniProtKB	C9JE40	PATL2	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	C9JE40	PATL2	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000489218|SGD:S000000673|UniProtKB:Q86TB9	9606	GO_Central		F
UniProtKB	O00148	DDX39A	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	O00148	DDX39A	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O00148	DDX39A	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O00178	GTPBP1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O00178	GTPBP1	enables	GO:0003746	translation elongation factor activity	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2137092|PANTHER:PTN001500717|SGD:S000005713|UniProtKB:P49410|UniProtKB:P49411	9606	GO_Central		F
UniProtKB	O00257	CBX4	enables	GO:0003727	single-stranded RNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O55187|ensembl:ENSMUSP00000026665	9606	Ensembl		F
UniProtKB	O00267	SUPT5H	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O00267	SUPT5H	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O00267	SUPT5H	enables	GO:0003729	mRNA binding	ECO:0000318	IBA	PMID:21873635	FB:FBgn0040273|PANTHER:PTN000122628	9606	GO_Central		F
UniProtKB	O00303	EIF3F	contributes_to	GO:0003743	translation initiation factor activity	ECO:0000305	IC	PMID:17322308	GO:0005852	9606	UniProt		F
UniProtKB	O00303	EIF3F	contributes_to	GO:0003743	translation initiation factor activity	ECO:0000314	IDA	PMID:17581632		9606	UniProt		F
UniProtKB	O00303	EIF3F	contributes_to	GO:0003743	translation initiation factor activity	ECO:0000305	IC	PMID:18599441	GO:0005852	9606	UniProt		F
UniProtKB	O00303	EIF3F	contributes_to	GO:0003743	translation initiation factor activity	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1913335|PANTHER:PTN000056988|UniProtKB:O00303	9606	GO_Central		F
UniProtKB	O00303	EIF3F	contributes_to	GO:0003743	translation initiation factor activity	ECO:0000314	IDA	PMID:25849773		9606	UniProt		F
UniProtKB	O00303	EIF3F	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027531	9606	InterPro		F
UniProtKB	O00303	EIF3F	enables	GO:0003743	translation initiation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	O00303	EIF3F	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106280	9606	UniProt		F
UniProtKB	O00303	EIF3F	enables	GO:0003743	translation initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DCH4|ensembl:ENSMUSP00000033342	9606	Ensembl		F
UniProtKB	O00303	EIF3F	enables	GO:0003743	translation initiation factor activity	ECO:0000304	TAS	PMID:9341143		9606	UniProt		F
UniProtKB	O00410	IPO5	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O00411	POLRMT	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O00411	POLRMT	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O00418	EEF2K	enables	GO:0008135	translation factor activity, RNA binding	ECO:0000304	TAS	PMID:9144159		9606	PINC		F
UniProtKB	O00422	SAP18	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O00425	IGF2BP3	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004088|InterPro:IPR036612	9606	InterPro		F
UniProtKB	O00425	IGF2BP3	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	O00425	IGF2BP3	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O00425	IGF2BP3	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O00425	IGF2BP3	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:9891060		9606	PINC		F
UniProtKB	O00425	IGF2BP3	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:20080952		9606	UniProt		F
UniProtKB	O00425	IGF2BP3	enables	GO:0048027	mRNA 5'-UTR binding	ECO:0000314	IDA	PMID:9891060		9606	BHF-UCL		F
UniProtKB	O00442	RTCA	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O00442	RTCA	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:9184239		9606	PINC		F
UniProtKB	O00541	PES1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O00541	PES1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O00566	MPHOSPH10	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O00566	MPHOSPH10	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O00567	NOP56	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O00567	NOP56	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O00567	NOP56	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:9372940		9606	PINC		F
UniProtKB	O00567	NOP56	enables	GO:0030515	snoRNA binding	ECO:0000314	IDA	PMID:17636026		9606	BHF-UCL		F
UniProtKB	O00567	NOP56	enables	GO:0030515	snoRNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000096022|UniProtKB:O00567|UniProtKB:Q9Y2X3	9606	GO_Central		F
UniProtKB	O00571	DDX3X	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	O00571	DDX3X	enables	GO:0003723	RNA binding	ECO:0000314	IDA	PMID:21589879		9606	UniProt		F
UniProtKB	O00571	DDX3X	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O00571	DDX3X	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O00571	DDX3X	enables	GO:0008143	poly(A) binding	ECO:0000314	IDA	PMID:18596238		9606	UniProt		F
UniProtKB	O00571	DDX3X	enables	GO:0033592	RNA strand annealing activity	ECO:0000314	IDA	PMID:27546789		9606	UniProt		F
UniProtKB	O00571	DDX3X	enables	GO:0035613	RNA stem-loop binding	ECO:0000314	IDA	PMID:22872150		9606	UniProt		F
UniProtKB	O00571	DDX3X	enables	GO:0048027	mRNA 5'-UTR binding	ECO:0000314	IDA	PMID:22872150		9606	UniProt		F
UniProtKB	O00584	RNASET2	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001568|InterPro:IPR018188|InterPro:IPR036430	9606	InterPro		F
UniProtKB	O14562	UBFD1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O14602	EIF1AY	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006196	9606	InterPro		F
UniProtKB	O14602	EIF1AY	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001253|InterPro:IPR006196|InterPro:IPR018104	9606	InterPro		F
UniProtKB	O14602	EIF1AY	enables	GO:0003743	translation initiation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	O14647	CHD2	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O14647	CHD2	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O14717	TRDMT1	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	O14746	TERT	enables	GO:0000049	tRNA binding	ECO:0000314	IDA	PMID:21937513		9606	BHF-UCL	occurs_in(GO:0005759)	F
UniProtKB	O14746	TERT	enables	GO:0003723	RNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70372|ensembl:ENSMUSP00000022104	9606	Ensembl		F
UniProtKB	O14746	TERT	enables	GO:0003723	RNA binding	ECO:0000353	IPI	PMID:16507993	RNAcentral:URS00004416C5_9606	9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0003723	RNA binding	ECO:0000353	IPI	PMID:17940095	RNAcentral:URS00004416C5_9606	9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0003723	RNA binding	ECO:0000353	IPI	PMID:18082603	RNAcentral:URS00004416C5_9606	9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0003723	RNA binding	ECO:0000353	IPI	PMID:19701182	RNAcentral:URS00004416C5_9606	9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0003723	RNA binding	ECO:0000353	IPI	PMID:19701182	RNAcentral:URS000075C8FA_9606	9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0003723	RNA binding	ECO:0000353	IPI	PMID:20351177	RNAcentral:URS00004416C5_9606	9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0070034	telomerase RNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70372|ensembl:ENSMUSP00000022104	9606	Ensembl		F
UniProtKB	O14746	TERT	enables	GO:0070034	telomerase RNA binding	ECO:0000314	IDA	PMID:11432839		9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0070034	telomerase RNA binding	ECO:0000353	IPI	PMID:16507993	RNAcentral:URS00004A7003_9606	9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0070034	telomerase RNA binding	ECO:0000353	IPI	PMID:17940095	RNAcentral:URS00004A7003_9606	9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0070034	telomerase RNA binding	ECO:0000353	IPI	PMID:18082603	RNAcentral:URS00004A7003_9606	9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0070034	telomerase RNA binding	ECO:0000353	IPI	PMID:19701182	RNAcentral:URS00004A7003_9606	9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0070034	telomerase RNA binding	ECO:0000353	IPI	PMID:20351177	RNAcentral:URS00004A7003_9606	9606	BHF-UCL		F
UniProtKB	O14746	TERT	enables	GO:0070034	telomerase RNA binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1202709|PANTHER:PTN000249074|PomBase:SPBC29A3.14c|UniProtKB:O14746	9606	GO_Central		F
UniProtKB	O14776	TCERG1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O14776	TCERG1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O14879	IFIT3	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000814563|UniProtKB:P09914|UniProtKB:Q13325	9606	GO_Central		F
UniProtKB	O14979	HNRNPDL	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	O14979	HNRNPDL	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:104819|MGI:MGI:1330294|MGI:MGI:893588|MGI:MGI:97286|PANTHER:PTN002689974|RGD:1306751|RGD:1310403|RGD:1310906|RGD:3153|RGD:69234|SGD:S000003391|SGD:S000005483|TAIR:locus:2019622|TAIR:locus:2076096|TAIR:locus:2079874|TAIR:locus:2083810|TAIR:locus:2122009|TAIR:locus:2159401|TAIR:locus:2179939|UniProtKB:P19338|UniProtKB:P22626|UniProtKB:P38159|UniProtKB:P62995|UniProtKB:Q03250|UniProtKB:Q13148|UniProtKB:Q14103|UniProtKB:Q9SVM8	9606	GO_Central		F
UniProtKB	O14979	HNRNPDL	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O14979	HNRNPDL	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O14979	HNRNPDL	enables	GO:0008143	poly(A) binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002690027|UniProtKB:O14979	9606	GO_Central		F
UniProtKB	O14979	HNRNPDL	enables	GO:0034046	poly(G) binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002690027|UniProtKB:O14979	9606	GO_Central		F
UniProtKB	O14979-2	HNRNPDL	enables	GO:0008143	poly(A) binding	ECO:0000314	IDA	PMID:9538234		9606	UniProt		F
UniProtKB	O14979-2	HNRNPDL	enables	GO:0034046	poly(G) binding	ECO:0000314	IDA	PMID:9538234		9606	UniProt		F
UniProtKB	O14980	XPO1	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	O15037	KHNYN	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036612	9606	InterPro		F
UniProtKB	O15042	U2SURP	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000061|InterPro:IPR035967	9606	InterPro		F
UniProtKB	O15042	U2SURP	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	O15042	U2SURP	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O15047	SETD1A	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	O15056	SYNJ2	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	O15116	LSM1	enables	GO:0000339	RNA cap binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000400406|SGD:S000003660	9606	GO_Central		F
UniProtKB	O15116	LSM1	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	O15116	LSM1	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000400405|SGD:S000003783|TAIR:locus:2011246|TAIR:locus:2087522	9606	GO_Central		F
UniProtKB	O15116	LSM1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O15116	LSM1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O15116	LSM1	enables	GO:0003729	mRNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZWB1|ensembl:ENSRNOP00000020721	9606	Ensembl		F
UniProtKB	O15116	LSM1	enables	GO:0036002	pre-mRNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZWB1|ensembl:ENSRNOP00000020721	9606	Ensembl		F
UniProtKB	O15213	WDR46	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O15213	WDR46	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O15226	NKRF	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	O15226	NKRF	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	O15234	CASC3	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028544	9606	InterPro		F
UniProtKB	O15234	CASC3	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
