GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P07395	pheT	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83333	UniProt		F
UniProtKB	P07395	pheT	enables	GO:0000049	tRNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0820	83333	UniProt		F
UniProtKB	P07649	truA	enables	GO:0000049	tRNA binding	ECO:0000314	IDA	PMID:3276686		83333	EcoCyc		F
UniProtKB	P07649	truA	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001406|InterPro:IPR020095|InterPro:IPR020097|InterPro:IPR020103	83333	InterPro		F
UniProtKB	P08245	yciH	enables	GO:0003729	mRNA binding	ECO:0000318	IBA	PMID:21873635	FB:FBgn0030802|PANTHER:PTN000300443	83333	GO_Central		F
UniProtKB	P08245	yciH	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001950|InterPro:IPR005872|InterPro:IPR036877	83333	InterPro		F
UniProtKB	P08312	pheS	enables	GO:0000049	tRNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002319	83333	InterPro		F
UniProtKB	P0A4D1	rpsF	enables	GO:0019843	rRNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000529|InterPro:IPR020814|InterPro:IPR020815|InterPro:IPR035980	83334	InterPro		F
UniProtKB	P0A4D1	rpsF	enables	GO:0019843	rRNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0699	83334	UniProt		F
UniProtKB	P0A4D1	rpsF	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83334	UniProt		F
UniProtKB	P0A4D1	rpsF	enables	GO:0019843	rRNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000084122	83334	UniProt		F
UniProtKB	P0A6M4	dtd	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83333	UniProt		F
UniProtKB	P0A6M4	dtd	enables	GO:0000049	tRNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0820	83333	UniProt		F
UniProtKB	P0A6M4	dtd	enables	GO:0000049	tRNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000094068	83333	UniProt		F
UniProtKB	P0A6M6	dtd	enables	GO:0000049	tRNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0820	83334	UniProt		F
UniProtKB	P0A6M6	dtd	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83334	UniProt		F
UniProtKB	P0A6M6	dtd	enables	GO:0000049	tRNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000094068	83334	UniProt		F
UniProtKB	P0A6M8	fusA	enables	GO:0003746	translation elongation factor activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000754007|UniProtKB:P0A1H3|UniProtKB:Q969S9	83333	GO_Central		F
UniProtKB	P0A6M8	fusA	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004540	83333	InterPro		F
UniProtKB	P0A6M8	fusA	enables	GO:0003746	translation elongation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0251	83333	UniProt		F
UniProtKB	P0A6M8	fusA	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076108	83333	UniProt		F
UniProtKB	P0A6N0	fusA	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004540	83334	InterPro		F
UniProtKB	P0A6N0	fusA	enables	GO:0003746	translation elongation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0251	83334	UniProt		F
UniProtKB	P0A6N0	fusA	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076108	83334	UniProt		F
UniProtKB	P0A6N3	tufA	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004541	83334	InterPro		F
UniProtKB	P0A6N3	tufA	enables	GO:0003746	translation elongation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0251	83334	UniProt		F
UniProtKB	P0A6N3	tufA	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000077068	83334	UniProt		F
UniProtKB	P0A6N4	efp	enables	GO:0003746	translation elongation factor activity	ECO:0000318	IBA	PMID:21873635	EcoGene:EG12099|PANTHER:PTN000769376	83333	GO_Central		F
UniProtKB	P0A6N4	efp	enables	GO:0003746	translation elongation factor activity	ECO:0000314	IDA	PMID:23239624		83333	EcoCyc		F
UniProtKB	P0A6N4	efp	enables	GO:0003746	translation elongation factor activity	ECO:0000314	IDA	PMID:23239623		83333	EcoCyc		F
UniProtKB	P0A6N4	efp	enables	GO:0003746	translation elongation factor activity	ECO:0000314	IDA	PMID:1105576		83333	EcoCyc		F
UniProtKB	P0A6N4	efp	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001059|InterPro:IPR011768	83333	InterPro		F
UniProtKB	P0A6N4	efp	enables	GO:0003746	translation elongation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0251	83333	UniProt		F
UniProtKB	P0A6N4	efp	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000331600	83333	UniProt		F
UniProtKB	P0A6N6	efp	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001059|InterPro:IPR011768	83334	InterPro		F
UniProtKB	P0A6N6	efp	enables	GO:0003746	translation elongation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0251	83334	UniProt		F
UniProtKB	P0A6N6	efp	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000331600	83334	UniProt		F
UniProtKB	P0A6N8	yeiP	enables	GO:0003746	translation elongation factor activity	ECO:0000318	IBA	PMID:21873635	EcoGene:EG12099|PANTHER:PTN000769376	83333	GO_Central		F
UniProtKB	P0A6N8	yeiP	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001059	83333	InterPro		F
UniProtKB	P0A6N8	yeiP	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000032354	83333	UniProt		F
UniProtKB	P0A6P0	yeiP	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001059	83334	InterPro		F
UniProtKB	P0A6P0	yeiP	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000032354	83334	UniProt		F
UniProtKB	P0A6P1	tsf	enables	GO:0003746	translation elongation factor activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000201459|PomBase:SPBC800.07c	83333	GO_Central		F
UniProtKB	P0A6P1	tsf	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001816|InterPro:IPR014039|InterPro:IPR018101	83333	InterPro		F
UniProtKB	P0A6P1	tsf	enables	GO:0003746	translation elongation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0251	83333	UniProt		F
UniProtKB	P0A6P1	tsf	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000075861	83333	UniProt		F
UniProtKB	P0A6P3	tsf	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001816|InterPro:IPR014039|InterPro:IPR018101	83334	InterPro		F
UniProtKB	P0A6P3	tsf	enables	GO:0003746	translation elongation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0251	83334	UniProt		F
UniProtKB	P0A6P3	tsf	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000075861	83334	UniProt		F
UniProtKB	P0A6X3	hfq	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	EcoGene:EG10438|PANTHER:PTN002164223	83333	GO_Central		F
UniProtKB	P0A6X3	hfq	enables	GO:0003723	RNA binding	ECO:0000314	IDA	PMID:9774349		83333	EcoCyc		F
UniProtKB	P0A6X3	hfq	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005001	83333	InterPro		F
UniProtKB	P0A6X3	hfq	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83333	UniProt		F
UniProtKB	P0A6X3	hfq	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000030788	83333	UniProt		F
UniProtKB	P0A6X5	hfq	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005001	83334	InterPro		F
UniProtKB	P0A6X5	hfq	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83334	UniProt		F
UniProtKB	P0A6X5	hfq	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000030788	83334	UniProt		F
UniProtKB	P0A705	infB	enables	GO:0003743	translation initiation factor activity	ECO:0000318	IBA	PMID:21873635	EcoGene:EG10505|PANTHER:PTN000562019	83333	GO_Central		F
UniProtKB	P0A705	infB	enables	GO:0003743	translation initiation factor activity	ECO:0000314	IDA	PMID:3894004		83333	EcoliWiki		F
UniProtKB	P0A705	infB	enables	GO:0003743	translation initiation factor activity	ECO:0000314	IDA	PMID:4943554		83333	EcoCyc		F
UniProtKB	P0A705	infB	enables	GO:0003743	translation initiation factor activity	ECO:0000314	IDA	PMID:4876939		83333	EcoCyc		F
UniProtKB	P0A705	infB	enables	GO:0003743	translation initiation factor activity	ECO:0000314	IDA	PMID:4872321		83333	EcoCyc		F
UniProtKB	P0A705	infB	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000178	83333	InterPro		F
UniProtKB	P0A705	infB	enables	GO:0003743	translation initiation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0396	83333	UniProt		F
UniProtKB	P0A705	infB	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076451	83333	UniProt		F
UniProtKB	P0A706	infB	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000178	83334	InterPro		F
UniProtKB	P0A706	infB	enables	GO:0003743	translation initiation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0396	83334	UniProt		F
UniProtKB	P0A706	infB	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076451	83334	UniProt		F
UniProtKB	P0A707	infC	enables	GO:0003743	translation initiation factor activity	ECO:0000318	IBA	PMID:21873635	EcoGene:EG10506|PANTHER:PTN000101471|TAIR:locus:2061380	83333	GO_Central		F
UniProtKB	P0A707	infC	enables	GO:0003743	translation initiation factor activity	ECO:0000314	IDA	PMID:4922687		83333	EcoCyc		F
UniProtKB	P0A707	infC	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001288|InterPro:IPR019813|InterPro:IPR019814|InterPro:IPR036787	83333	InterPro		F
UniProtKB	P0A707	infC	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83333	UniProt		F
UniProtKB	P0A707	infC	enables	GO:0003743	translation initiation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0396	83333	UniProt		F
UniProtKB	P0A707	infC	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000041417	83333	UniProt		F
UniProtKB	P0A709	infC	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001288|InterPro:IPR019813|InterPro:IPR019814|InterPro:IPR036787	83334	InterPro		F
UniProtKB	P0A709	infC	enables	GO:0003743	translation initiation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0396	83334	UniProt		F
UniProtKB	P0A709	infC	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000041417	83334	UniProt		F
UniProtKB	P0A780	nusB	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006027	83333	InterPro		F
UniProtKB	P0A780	nusB	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83333	UniProt		F
UniProtKB	P0A780	nusB	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000037471	83333	UniProt		F
UniProtKB	P0A782	nusB	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006027	83334	InterPro		F
UniProtKB	P0A782	nusB	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83334	UniProt		F
UniProtKB	P0A782	nusB	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000037471	83334	UniProt		F
UniProtKB	P0A7B5	proB	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002478|InterPro:IPR036974	83333	InterPro		F
UniProtKB	P0A7B7	proB	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002478|InterPro:IPR036974	83334	InterPro		F
UniProtKB	P0A7I0	prfA	enables	GO:0016149	translation release factor activity, codon specific	ECO:0000318	IBA	PMID:21873635	EcoGene:EG10761|PANTHER:PTN000117596	83333	GO_Central		F
UniProtKB	P0A7I0	prfA	enables	GO:0016149	translation release factor activity, codon specific	ECO:0000314	IDA	PMID:4879404		83333	EcoCyc		F
UniProtKB	P0A7I0	prfA	enables	GO:0016149	translation release factor activity, codon specific	ECO:0000314	IDA	PMID:17932046		83333	EcoCyc		F
UniProtKB	P0A7I0	prfA	enables	GO:0003747	translation release factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000352	83333	InterPro		F
UniProtKB	P0A7I0	prfA	enables	GO:0016149	translation release factor activity, codon specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004373	83333	InterPro		F
UniProtKB	P0A7I0	prfA	enables	GO:0016149	translation release factor activity, codon specific	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001252	83333	UniProt		F
UniProtKB	P0A7I2	prfA	enables	GO:0003747	translation release factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000352	83334	InterPro		F
UniProtKB	P0A7I2	prfA	enables	GO:0016149	translation release factor activity, codon specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004373	83334	InterPro		F
UniProtKB	P0A7I2	prfA	enables	GO:0016149	translation release factor activity, codon specific	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001252	83334	UniProt		F
UniProtKB	P0A7I4	prfC	enables	GO:0016150	translation release factor activity, codon nonspecific	ECO:0000318	IBA	PMID:21873635	EcoGene:EG12114|PANTHER:PTN000563278	83333	GO_Central		F
UniProtKB	P0A7I4	prfC	enables	GO:0016150	translation release factor activity, codon nonspecific	ECO:0000314	IDA	PMID:5289007		83333	EcoCyc		F
UniProtKB	P0A7I4	prfC	enables	GO:0016149	translation release factor activity, codon specific	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076306	83333	UniProt		F
UniProtKB	P0A7I6	prfC	enables	GO:0016149	translation release factor activity, codon specific	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076306	83334	UniProt		F
UniProtKB	P0A7J3	rplJ	enables	GO:0019843	rRNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0699	83333	UniProt		F
UniProtKB	P0A7J3	rplJ	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83333	UniProt		F
UniProtKB	P0A7J3	rplJ	enables	GO:0070180	large ribosomal subunit rRNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000084130	83333	UniProt		F
UniProtKB	P0A7J5	rplJ	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83334	UniProt		F
UniProtKB	P0A7J5	rplJ	enables	GO:0019843	rRNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0699	83334	UniProt		F
UniProtKB	P0A7J5	rplJ	enables	GO:0070180	large ribosomal subunit rRNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000084130	83334	UniProt		F
UniProtKB	P0A7J7	rplK	enables	GO:0070180	large ribosomal subunit rRNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000184007|RGD:1565106	83333	GO_Central		F
UniProtKB	P0A7J7	rplK	enables	GO:0019843	rRNA binding	ECO:0000318	IBA	PMID:21873635	EcoGene:EG10872|PANTHER:PTN000184007	83333	GO_Central		F
UniProtKB	P0A7J7	rplK	enables	GO:0019843	rRNA binding	ECO:0000314	IDA	PMID:6271782		83333	EcoCyc		F
UniProtKB	P0A7J7	rplK	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83333	UniProt		F
UniProtKB	P0A7J7	rplK	enables	GO:0019843	rRNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0699	83333	UniProt		F
UniProtKB	P0A7J7	rplK	enables	GO:0070180	large ribosomal subunit rRNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000034385	83333	UniProt		F
UniProtKB	P0A7J9	rplK	enables	GO:0019843	rRNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0699	83334	UniProt		F
UniProtKB	P0A7J9	rplK	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83334	UniProt		F
UniProtKB	P0A7J9	rplK	enables	GO:0070180	large ribosomal subunit rRNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000034385	83334	UniProt		F
UniProtKB	P0A7K6	rplS	enables	GO:0070180	large ribosomal subunit rRNA binding	ECO:0000314	IDA	PMID:1702198		83333	EcoCyc		F
UniProtKB	P0A7K6	rplS	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	83333	UniProt		F
